Date,Campaign_ID,Campaign_Name,Ad_Set_Name,Platform,Objective,Target_Audience,Location,Age_Group,Gender,Device,Ad_Format,Impressions,Reach,Clicks,CTR_Percent,CPC_INR,Spend_INR,Leads,Add_to_Cart,Purchases,Conversion_Rate_Percent,Revenue_INR,ROAS,Bounce_Rate_Percent,Avg_Session_Duration_Sec,Landing_Page,UTM_Campaign
2025-03-02,CMP-4052,Eco Adventure Cabins,Organized value-added ability,Instagram,Lead Generation,Gen-Z Eco Travelers,Bhubaneswar,35-44,Male,Tablet,Story Ad,71294,59314,2761,3.87,11.23,31006.03,1,0,0,0.0,0,0.0,78.1,873,/executive-detox-guide,eco_adventure_cabins
2025-07-05,CMP-6106,Eco Adventure Cabins,Visionary directional hardware,Instagram,Traffic,Gen-Z Eco Travelers,Chennai,45-54,Female,Tablet,Video,5859,3930,150,2.56,10.2,1530.0,0,0,0,0.0,0,0.0,77.87,120,/executive-detox-guide,eco_adventure_cabins
2025-04-26,CMP-8532,Silent Productivity Camp,Synchronized composite superstructure,LinkedIn,Lead Generation,Tech Employees,Patna,45-54,Male,Tablet,Carousel,78558,43554,1607,2.05,24.06,38664.42,132,29,14,0.87,1008000,26.07,58.03,684,/luxury-cabins,silent_productivity_camp
2025-07-28,CMP-4642,Nature Reset Experience,Customer-focused global capability,Facebook,Traffic,Millennial Travelers,Trivandrum,18-24,Other,Tablet,Image,47425,28493,1394,2.94,20.46,28521.24,34,5,2,0.14,170000,5.96,54.43,349,/mental-reset-retreat,nature_reset_experience
2025-07-30,CMP-7501,Luxury Nature Escape,Switchable optimizing monitoring,Facebook,Traffic,Business Owners,Jaipur,45-54,Other,Tablet,Video,157817,122729,3963,2.51,74.16,293896.08,426,286,148,3.73,12580000,42.8,54.23,218,/executive-retreat,luxury_nature_escape
2025-03-29,CMP-5436,Mindful Weekend Escape,Stand-alone transitional hardware,Instagram,Website Visits,Corporate Executives,Jaipur,45-54,Male,Desktop,Lead Form,123650,71010,2134,1.73,69.89,149145.26,510,53,13,0.61,1235000,8.28,42.05,502,/luxury-cabins,mindful_weekend_escape
2025-07-26,CMP-2182,Remote Wellness Retreat,Triple-buffered 3rdgeneration forecast,Facebook,Conversions,Startup Founders,Surat,18-24,Female,Desktop,Story Ad,122595,94174,2642,2.16,31.61,83513.62,103,32,8,0.3,520000,6.23,44.13,522,/mental-reset-retreat,remote_wellness_retreat
2025-02-23,CMP-3673,Weekend Mental Reset,Fully-configurable leadingedge implementation,Instagram,Conversions,Working Professionals,Ahmedabad,25-34,Male,Desktop,Image,47517,27555,1375,2.89,30.52,41965.0,182,36,11,0.8,1045000,24.9,37.6,262,/weekend-reset,weekend_mental_reset
2025-04-24,CMP-8047,Luxury Digital Detox,Configurable bi-directional architecture,Facebook,Engagement,High Income Professionals,Goa,25-34,Male,Tablet,Story Ad,141857,113720,2893,2.04,95.38,275934.34,330,121,37,1.28,2664000,9.65,42.12,79,/weekend-reset,luxury_digital_detox
2025-02-23,CMP-7130,Silent Productivity Camp,Reduced secondary intranet,LinkedIn,Conversions,Tech Employees,Mangalore,35-44,Other,Desktop,Video,108447,92821,2463,2.27,19.45,47905.35,89,25,13,0.53,1105000,23.07,58.16,574,/executive-detox-guide,silent_productivity_camp
2025-04-19,CMP-9847,Silent Productivity Camp,Devolved grid-enabled challenge,LinkedIn,Website Visits,Tech Employees,Gurugram,18-24,Other,Mobile,Image,2083,1477,32,1.54,28.7,918.4,1,0,0,0.0,0,0.0,71.21,873,/weekend-reset,silent_productivity_camp
2025-08-01,CMP-3208,Luxury Nature Escape,Quality-focused web-enabled alliance,Facebook,Engagement,Business Owners,Jaipur,18-24,Other,Desktop,Video,34784,21956,387,1.11,96.97,37527.39,48,23,8,2.07,760000,20.25,67.42,428,/book-now,luxury_nature_escape
2025-02-11,CMP-8969,Luxury Digital Detox,Decentralized intangible strategy,Facebook,Conversions,High Income Professionals,Bengaluru,35-44,Female,Desktop,Lead Form,43413,29345,663,1.53,68.96,45720.48,101,21,6,0.9,390000,8.53,70.09,847,/burnout-recovery,luxury_digital_detox
2025-01-15,CMP-2700,Luxury Digital Detox,Synchronized next generation policy,Facebook,Conversions,High Income Professionals,Bhubaneswar,25-34,Male,Tablet,Carousel,92525,69682,2048,2.21,98.89,202526.72,201,131,65,3.17,6175000,30.49,8.0,508,/luxury-cabins,luxury_digital_detox
2025-04-18,CMP-3423,Focus & Productivity Retreat,Open-architected asynchronous success,LinkedIn,Engagement,C-Suite Leaders,Kolkata,25-34,Female,Desktop,Story Ad,106550,75750,1866,1.75,74.36,138755.76,432,82,44,2.36,4180000,30.12,63.74,489,/executive-retreat,focus_&_productivity_retreat
2025-02-03,CMP-6853,Luxury Nature Escape,Re-engineered real-time synergy,Facebook,Engagement,Business Owners,Bhubaneswar,18-24,Other,Mobile,Story Ad,76188,54649,290,0.38,105.21,30510.9,29,12,4,1.38,380000,12.45,66.2,289,/luxury-cabins,luxury_nature_escape
2025-07-10,CMP-6512,Eco Adventure Cabins,Quality-focused interactive middleware,Instagram,Conversions,Gen-Z Eco Travelers,Trivandrum,35-44,Female,Tablet,Video,122516,83316,2804,2.29,5.71,16010.84,3,0,0,0.0,0,0.0,61.37,561,/weekend-reset,eco_adventure_cabins
2025-07-03,CMP-3526,Remote Wellness Retreat,Focused leadingedge ability,Facebook,Traffic,Startup Founders,Trivandrum,35-44,Male,Desktop,Story Ad,77720,49323,1288,1.66,24.73,31852.24,39,5,2,0.16,240000,7.53,58.45,762,/mental-reset-retreat,remote_wellness_retreat
2025-03-15,CMP-3541,Eco Adventure Cabins,Switchable solution-oriented monitoring,Instagram,Traffic,Gen-Z Eco Travelers,Kochi,18-24,Other,Desktop,Image,121679,75127,3403,2.8,4.11,13986.33,7,1,0,0.0,0,0.0,44.58,260,/burnout-recovery,eco_adventure_cabins
2025-05-13,CMP-1235,Mindful Weekend Escape,Integrated 24/7 framework,Instagram,Lead Generation,Corporate Executives,Chennai,45-54,Female,Mobile,Carousel,130324,105153,742,0.57,70.84,52563.28,29,7,3,0.4,195000,3.71,48.1,92,/burnout-recovery,mindful_weekend_escape
2025-08-09,CMP-6642,Nature Reset Experience,Centralized logistical hub,Facebook,Website Visits,Millennial Travelers,Hyderabad,25-34,Female,Tablet,Story Ad,8682,6192,266,3.06,8.78,2335.48,9,4,1,0.38,95000,40.68,37.15,376,/mental-reset-retreat,nature_reset_experience
2025-02-06,CMP-7241,Luxury Nature Escape,Organic leadingedge product,Facebook,Traffic,Business Owners,Bengaluru,45-54,Other,Tablet,Video,49205,32566,9,0.02,34.39,309.51,0,0,0,0.0,0,0.0,44.25,565,/executive-retreat,luxury_nature_escape
2025-07-08,CMP-3903,Executive Burnout Recovery,Organized holistic open system,LinkedIn,Website Visits,Corporate Managers,Surat,18-24,Other,Desktop,Story Ad,44696,35315,676,1.51,70.1,47387.6,79,17,7,1.04,665000,14.03,25.65,91,/luxury-cabins,executive_burnout_recovery
2025-06-25,CMP-9233,Luxury Nature Escape,Mandatory reciprocal hierarchy,Facebook,Traffic,Business Owners,Lucknow,25-34,Male,Mobile,Story Ad,55167,32395,935,1.69,79.22,74070.7,145,63,27,2.89,2295000,30.98,47.81,514,/executive-retreat,luxury_nature_escape
2025-06-25,CMP-9927,Mindful Weekend Escape,Ameliorated executive model,Instagram,Traffic,Corporate Executives,Chennai,25-34,Female,Tablet,Image,104975,77524,2119,2.02,29.36,62213.84,305,54,22,1.04,1584000,25.46,58.82,469,/book-now,mindful_weekend_escape
2025-03-24,CMP-1089,Mindful Weekend Escape,Object-based logistical installation,Instagram,Traffic,Corporate Executives,Patna,45-54,Female,Desktop,Image,17336,15819,189,1.09,88.85,16792.65,35,10,2,1.06,144000,8.58,41.91,91,/executive-retreat,mindful_weekend_escape
2025-02-09,CMP-5959,Silent Productivity Camp,Customizable motivating pricing structure,LinkedIn,Lead Generation,Tech Employees,Bhubaneswar,45-54,Other,Mobile,Story Ad,117043,83327,1483,1.27,25.56,37905.48,54,17,8,0.54,760000,20.05,45.68,389,/executive-detox-guide,silent_productivity_camp
2025-07-02,CMP-7243,Eco Adventure Cabins,Virtual object-oriented hub,Instagram,Conversions,Gen-Z Eco Travelers,Vizag,45-54,Male,Mobile,Image,163374,95477,9470,5.8,5.0,47350.0,8,2,0,0.0,0,0.0,68.38,128,/mental-reset-retreat,eco_adventure_cabins
2025-06-30,CMP-3422,Luxury Digital Detox,User-friendly intangible open architecture,Facebook,Conversions,High Income Professionals,Trivandrum,45-54,Other,Desktop,Image,64776,56266,937,1.45,78.93,73957.41,324,69,21,2.24,1512000,20.44,40.67,958,/executive-detox-guide,luxury_digital_detox
2025-07-23,CMP-6527,Weekend Mental Reset,Reduced 6thgeneration time-frame,Instagram,Engagement,Working Professionals,Mangalore,45-54,Male,Tablet,Carousel,92533,74394,2652,2.87,12.01,31850.52,198,85,45,1.7,4275000,134.22,39.56,533,/executive-detox-guide,weekend_mental_reset
2025-08-08,CMP-4293,Eco Adventure Cabins,De-engineered next generation focus group,Instagram,Engagement,Gen-Z Eco Travelers,Udaipur,45-54,Other,Tablet,Carousel,52221,30438,1654,3.17,8.14,13463.56,1,0,0,0.0,0,0.0,61.6,369,/weekend-reset,eco_adventure_cabins
2025-08-13,CMP-3847,Silent Productivity Camp,Grass-roots incremental solution,LinkedIn,Engagement,Tech Employees,Bhubaneswar,35-44,Female,Mobile,Video,106199,94763,799,0.75,24.57,19631.43,33,11,5,0.63,360000,18.34,85.24,539,/executive-retreat,silent_productivity_camp
2025-08-12,CMP-9850,Focus & Productivity Retreat,Managed leadingedge policy,LinkedIn,Lead Generation,C-Suite Leaders,Mysuru,25-34,Female,Mobile,Video,38515,25216,522,1.36,30.42,15879.24,82,31,8,1.53,960000,60.46,53.29,296,/executive-retreat,focus_&_productivity_retreat
2025-04-25,CMP-3426,Silent Productivity Camp,Public-key incremental projection,LinkedIn,Lead Generation,Tech Employees,Pune,35-44,Female,Desktop,Carousel,10353,6006,158,1.53,34.14,5394.12,20,2,0,0.0,0,0.0,53.05,594,/burnout-recovery,silent_productivity_camp
2025-04-21,CMP-2638,Executive Burnout Recovery,Compatible tertiary Internet solution,LinkedIn,Lead Generation,Corporate Managers,Udaipur,25-34,Other,Tablet,Lead Form,60907,46892,800,1.31,83.54,66832.0,98,30,5,0.62,475000,7.11,19.93,394,/luxury-cabins,executive_burnout_recovery
2025-08-20,CMP-7444,Nature Reset Experience,Adaptive radical definition,Facebook,Lead Generation,Millennial Travelers,Kolkata,25-34,Female,Mobile,Image,65085,58178,708,1.09,12.41,8786.28,41,19,10,1.41,850000,96.74,65.19,505,/luxury-cabins,nature_reset_experience
2025-04-16,CMP-8823,Weekend Mental Reset,Proactive directional analyzer,Instagram,Lead Generation,Working Professionals,Vadodara,35-44,Other,Desktop,Story Ad,112824,75563,1927,1.71,16.62,32026.74,96,43,13,0.67,845000,26.38,41.75,97,/luxury-cabins,weekend_mental_reset
2025-08-03,CMP-7197,Weekend Mental Reset,Polarized human-resource encryption,Instagram,Lead Generation,Working Professionals,Vadodara,18-24,Female,Mobile,Story Ad,147737,85405,2610,1.77,27.26,71148.6,67,50,20,0.77,1440000,20.24,53.86,291,/mental-reset-retreat,weekend_mental_reset
2025-02-15,CMP-6912,Weekend Mental Reset,Persistent 6thgeneration middleware,Instagram,Conversions,Working Professionals,Chandigarh,45-54,Male,Tablet,Lead Form,78545,45015,2066,2.63,31.32,64707.12,125,30,14,0.68,1008000,15.58,45.24,195,/weekend-reset,weekend_mental_reset
2025-01-26,CMP-1958,Executive Burnout Recovery,Object-based intangible hardware,LinkedIn,Website Visits,Corporate Managers,Bhubaneswar,35-44,Other,Desktop,Lead Form,62272,51341,887,1.42,92.62,82153.94,124,34,7,0.79,665000,8.09,66.41,544,/executive-detox-guide,executive_burnout_recovery
2025-05-30,CMP-2008,Silent Productivity Camp,Seamless holistic Local Area Network,LinkedIn,Conversions,Tech Employees,Lucknow,18-24,Male,Mobile,Video,6289,5640,171,2.72,31.45,5377.95,17,4,1,0.58,95000,17.66,82.42,470,/weekend-reset,silent_productivity_camp
2025-06-22,CMP-8977,Remote Wellness Retreat,Cross-platform tertiary info-mediaries,Facebook,Engagement,Startup Founders,Lucknow,45-54,Male,Desktop,Carousel,179411,118858,2834,1.58,29.95,84878.3,183,82,38,1.34,2470000,29.1,54.37,864,/luxury-cabins,remote_wellness_retreat
2025-08-24,CMP-4469,Luxury Nature Escape,Configurable tangible success,Facebook,Engagement,Business Owners,Jaipur,18-24,Other,Mobile,Story Ad,59429,52259,990,1.67,99.1,98109.0,93,28,9,0.91,855000,8.71,59.98,35,/mental-reset-retreat,luxury_nature_escape
2025-07-01,CMP-6703,Luxury Digital Detox,Secured empowering benchmark,Facebook,Website Visits,High Income Professionals,Chennai,35-44,Female,Tablet,Image,142517,87392,112,0.08,76.25,8540.0,16,2,1,0.89,95000,11.12,54.04,533,/weekend-reset,luxury_digital_detox
2025-08-29,CMP-4340,Focus & Productivity Retreat,Cross-group multi-tasking database,Facebook,Website Visits,C-Suite Leaders,Vadodara,18-24,Other,Tablet,Carousel,90645,52148,172,0.19,49.73,8553.56,0,0,0,0.0,0,0.0,63.15,367,/executive-retreat,focus_&_productivity_retreat
2025-07-17,CMP-4004,Silent Productivity Camp,Reverse-engineered attitude-oriented hierarchy,LinkedIn,Website Visits,Tech Employees,Patna,35-44,Male,Mobile,Image,21361,12423,260,1.22,10.68,2776.8,8,3,0,0.0,0,0.0,39.11,682,/luxury-cabins,silent_productivity_camp
2025-06-26,CMP-4832,Executive Burnout Recovery,Open-source 24/7 extranet,LinkedIn,Engagement,Corporate Managers,Indore,25-34,Other,Desktop,Carousel,58977,44986,1150,1.95,75.5,86825.0,178,27,9,0.78,648000,7.46,57.76,345,/executive-detox-guide,executive_burnout_recovery
2025-02-21,CMP-5085,Nature Reset Experience,De-engineered real-time application,Facebook,Engagement,Millennial Travelers,Udaipur,25-34,Female,Mobile,Story Ad,11642,10355,178,1.53,31.43,5594.54,6,4,0,0.0,0,0.0,64.93,730,/executive-retreat,nature_reset_experience
2025-07-14,CMP-3782,Executive Burnout Recovery,Devolved contextually-based flexibility,LinkedIn,Conversions,Corporate Managers,Bengaluru,45-54,Male,Tablet,Story Ad,69209,56654,1395,2.02,78.73,109828.35,292,78,42,3.01,5040000,45.89,67.95,763,/executive-retreat,executive_burnout_recovery
2025-01-09,CMP-6455,Weekend Mental Reset,Up-sized bifurcated complexity,Instagram,Website Visits,Working Professionals,Kochi,25-34,Male,Desktop,Story Ad,57418,43698,883,1.54,19.54,17253.82,64,16,7,0.79,840000,48.68,50.88,191,/weekend-reset,weekend_mental_reset
2025-03-04,CMP-7667,Weekend Mental Reset,Re-engineered tangible Internet solution,Instagram,Website Visits,Working Professionals,Gurugram,25-34,Male,Desktop,Video,94850,52187,1521,1.6,10.17,15468.57,35,11,2,0.13,170000,10.99,58.05,386,/burnout-recovery,weekend_mental_reset
2025-07-03,CMP-2205,Luxury Digital Detox,Monitored multi-state toolset,Facebook,Lead Generation,High Income Professionals,Trivandrum,25-34,Male,Mobile,Video,162520,115256,2121,1.31,107.08,227116.68,518,137,17,0.8,1105000,4.87,56.57,430,/book-now,luxury_digital_detox
2025-01-12,CMP-3529,Focus & Productivity Retreat,Multi-tiered maximized help-desk,LinkedIn,Traffic,C-Suite Leaders,Pune,25-34,Other,Desktop,Lead Form,164810,144560,2632,1.6,58.96,155182.72,316,84,37,1.41,3515000,22.65,47.56,59,/mental-reset-retreat,focus_&_productivity_retreat
2025-05-12,CMP-1737,Eco Adventure Cabins,Intuitive composite strategy,Instagram,Engagement,Gen-Z Eco Travelers,Hyderabad,25-34,Male,Mobile,Carousel,9582,7348,215,2.24,10.74,2309.1,0,0,0,0.0,0,0.0,54.18,388,/executive-detox-guide,eco_adventure_cabins
2025-06-08,CMP-7794,Weekend Mental Reset,Face-to-face demand-driven frame,Instagram,Engagement,Working Professionals,Udaipur,25-34,Female,Desktop,Story Ad,23512,20562,593,2.52,21.83,12945.19,10,3,0,0.0,0,0.0,63.45,359,/luxury-cabins,weekend_mental_reset
2025-01-25,CMP-9649,Mindful Weekend Escape,Networked 3rdgeneration database,Instagram,Conversions,Corporate Executives,Chennai,18-24,Male,Tablet,Carousel,88232,54994,1988,2.25,32.59,64788.92,402,38,13,0.65,845000,13.04,36.09,456,/luxury-cabins,mindful_weekend_escape
2025-08-23,CMP-2518,Silent Productivity Camp,Programmable 24hour strategy,LinkedIn,Conversions,Tech Employees,Kolkata,35-44,Female,Mobile,Carousel,135965,103743,4230,3.11,29.2,123516.0,281,118,63,1.49,5355000,43.35,43.52,810,/luxury-cabins,silent_productivity_camp
2025-04-22,CMP-8736,Nature Reset Experience,Synchronized eco-centric methodology,Facebook,Engagement,Millennial Travelers,Vadodara,45-54,Male,Desktop,Carousel,168670,132108,3271,1.94,26.83,87760.93,115,50,18,0.55,1710000,19.48,52.33,969,/weekend-reset,nature_reset_experience
2025-03-20,CMP-2763,Weekend Mental Reset,Function-based contextually-based throughput,Instagram,Website Visits,Working Professionals,Nashik,18-24,Female,Desktop,Image,144686,108037,2522,1.74,17.63,44462.86,124,34,14,0.56,1680000,37.78,44.6,252,/book-now,weekend_mental_reset
2025-03-27,CMP-2496,Luxury Nature Escape,Total disintermediate product,Facebook,Lead Generation,Business Owners,Surat,18-24,Male,Tablet,Image,68150,56980,1348,1.98,54.68,73708.64,285,27,3,0.22,360000,4.88,50.04,691,/mental-reset-retreat,luxury_nature_escape
2025-07-21,CMP-1425,Nature Reset Experience,Compatible local hierarchy,Facebook,Lead Generation,Millennial Travelers,Hyderabad,35-44,Other,Mobile,Image,114368,63266,2662,2.33,16.45,43789.9,143,60,33,1.24,2805000,64.06,51.73,684,/luxury-cabins,nature_reset_experience
2025-05-22,CMP-8719,Silent Productivity Camp,Profound tertiary Local Area Network,LinkedIn,Engagement,Tech Employees,Patna,35-44,Male,Desktop,Story Ad,53153,46286,1723,3.24,15.82,27257.86,132,26,14,0.81,1190000,43.66,64.08,72,/executive-retreat,silent_productivity_camp
2025-07-02,CMP-2223,Silent Productivity Camp,Synchronized multimedia conglomeration,LinkedIn,Engagement,Tech Employees,Lucknow,45-54,Female,Desktop,Carousel,9243,6046,162,1.75,32.39,5247.18,3,1,0,0.0,0,0.0,56.77,209,/weekend-reset,silent_productivity_camp
2025-06-28,CMP-7008,Nature Reset Experience,Centralized radical capability,LinkedIn,Traffic,Millennial Travelers,Nashik,25-34,Female,Desktop,Story Ad,42358,27336,1381,3.26,17.0,23477.0,44,7,3,0.22,285000,12.14,61.03,369,/book-now,nature_reset_experience
2025-01-24,CMP-1518,Mindful Weekend Escape,Profound object-oriented system engine,Instagram,Lead Generation,Corporate Executives,Patna,18-24,Male,Desktop,Image,98171,82970,1802,1.84,87.92,158431.84,336,40,5,0.28,475000,3.0,45.77,315,/burnout-recovery,mindful_weekend_escape
2025-03-07,CMP-1603,Executive Burnout Recovery,Vision-oriented homogeneous parallelism,LinkedIn,Engagement,Corporate Managers,Kolkata,35-44,Other,Mobile,Lead Form,68539,57239,1315,1.92,75.34,99072.1,82,14,2,0.15,190000,1.92,58.71,95,/executive-retreat,executive_burnout_recovery
2025-02-26,CMP-7833,Focus & Productivity Retreat,Managed 5thgeneration methodology,LinkedIn,Conversions,C-Suite Leaders,Indore,18-24,Female,Mobile,Carousel,8640,6236,90,1.04,75.14,6762.6,9,2,0,0.0,0,0.0,63.56,614,/weekend-reset,focus_&_productivity_retreat
2025-03-24,CMP-7883,Remote Wellness Retreat,Reverse-engineered multimedia flexibility,Facebook,Traffic,Startup Founders,Vadodara,25-34,Male,Tablet,Story Ad,118217,65174,2472,2.09,27.04,66842.88,137,34,18,0.73,2160000,32.31,59.08,956,/weekend-reset,remote_wellness_retreat
2025-06-17,CMP-8525,Remote Wellness Retreat,Right-sized maximized standardization,Facebook,Website Visits,Startup Founders,Chandigarh,25-34,Male,Desktop,Image,31354,21110,604,1.93,17.25,10419.0,68,13,3,0.5,360000,34.55,53.35,568,/book-now,remote_wellness_retreat
2025-05-31,CMP-5972,Mindful Weekend Escape,Up-sized content-based project,Instagram,Website Visits,Corporate Executives,Kochi,25-34,Male,Mobile,Image,40458,23818,1244,3.07,63.4,78869.6,69,40,10,0.8,720000,9.13,32.88,476,/executive-retreat,mindful_weekend_escape
2025-01-22,CMP-8973,Nature Reset Experience,User-centric scalable contingency,Facebook,Website Visits,Millennial Travelers,Indore,35-44,Other,Mobile,Video,23191,13156,356,1.54,26.71,9508.76,4,1,0,0.0,0,0.0,52.25,27,/burnout-recovery,nature_reset_experience
2025-01-07,CMP-5873,Eco Adventure Cabins,Managed web-enabled framework,Instagram,Website Visits,Gen-Z Eco Travelers,Mysuru,35-44,Other,Desktop,Lead Form,135140,82363,6305,4.67,4.01,25283.05,24,2,0,0.0,0,0.0,77.1,842,/luxury-cabins,eco_adventure_cabins
2025-01-30,CMP-3524,Remote Wellness Retreat,Cross-group interactive concept,Facebook,Traffic,Startup Founders,Noida,25-34,Female,Mobile,Image,152517,103931,1390,0.91,10.42,14483.8,56,33,11,0.79,1320000,91.14,71.08,917,/mental-reset-retreat,remote_wellness_retreat
2025-08-13,CMP-2474,Weekend Mental Reset,Ergonomic regional superstructure,Instagram,Lead Generation,Working Professionals,Mumbai,25-34,Female,Mobile,Image,115642,77395,4072,3.52,22.75,92638.0,371,108,24,0.59,1728000,18.65,49.61,422,/burnout-recovery,weekend_mental_reset
2025-03-07,CMP-9402,Executive Burnout Recovery,Compatible static monitoring,LinkedIn,Engagement,Corporate Managers,Coimbatore,25-34,Other,Desktop,Story Ad,153778,128051,4468,2.91,82.97,370709.96,460,245,63,1.41,4095000,11.05,44.09,466,/mental-reset-retreat,executive_burnout_recovery
2025-06-28,CMP-3188,Silent Productivity Camp,User-centric responsive protocol,LinkedIn,Engagement,Tech Employees,Chennai,18-24,Other,Desktop,Video,92436,75367,1884,2.04,33.6,63302.4,81,9,1,0.05,65000,1.03,51.12,310,/burnout-recovery,silent_productivity_camp
2025-06-08,CMP-1870,Nature Reset Experience,Balanced maximized parallelism,Facebook,Traffic,Millennial Travelers,Ahmedabad,35-44,Other,Mobile,Video,42666,24599,715,1.68,27.34,19548.1,26,16,2,0.28,190000,9.72,40.0,850,/executive-retreat,nature_reset_experience
2025-03-15,CMP-1693,Eco Adventure Cabins,Decentralized asymmetric knowledge user,Instagram,Traffic,Gen-Z Eco Travelers,Mangalore,45-54,Female,Desktop,Story Ad,84026,51235,2149,2.56,12.13,26067.37,4,1,0,0.0,0,0.0,54.84,293,/luxury-cabins,eco_adventure_cabins
2025-08-02,CMP-9813,Luxury Digital Detox,Quality-focused context-sensitive parallelism,Facebook,Traffic,High Income Professionals,Pune,18-24,Female,Desktop,Image,149851,100709,1479,0.99,79.62,117757.98,173,73,41,2.77,4920000,41.78,30.69,802,/book-now,luxury_digital_detox
2025-04-17,CMP-4535,Executive Burnout Recovery,Synchronized holistic policy,LinkedIn,Conversions,Corporate Managers,Bhubaneswar,35-44,Male,Tablet,Carousel,135586,104650,2265,1.67,52.31,118482.15,78,61,16,0.71,1520000,12.83,52.94,466,/executive-retreat,executive_burnout_recovery
2025-07-20,CMP-9597,Luxury Nature Escape,Future-proofed cohesive conglomeration,Facebook,Traffic,Business Owners,Lucknow,35-44,Male,Tablet,Lead Form,64688,41824,1053,1.63,53.7,56546.1,203,35,8,0.76,760000,13.44,44.17,423,/luxury-cabins,luxury_nature_escape
2025-04-15,CMP-6987,Eco Adventure Cabins,Persevering fresh-thinking access,Instagram,Traffic,Gen-Z Eco Travelers,Indore,18-24,Other,Desktop,Story Ad,156752,123652,6186,3.95,7.34,45405.24,13,3,1,0.02,72000,1.59,34.9,629,/mental-reset-retreat,eco_adventure_cabins
2025-06-01,CMP-1270,Luxury Digital Detox,Enterprise-wide exuding migration,Facebook,Conversions,High Income Professionals,Trivandrum,45-54,Other,Tablet,Lead Form,133117,107658,2057,1.55,30.69,63129.33,110,62,25,1.22,1800000,28.51,61.65,398,/weekend-reset,luxury_digital_detox
2025-01-28,CMP-5890,Focus & Productivity Retreat,Adaptive leadingedge implementation,LinkedIn,Website Visits,C-Suite Leaders,Bhubaneswar,25-34,Male,Tablet,Lead Form,160462,137329,1731,1.08,23.96,41474.76,197,45,25,1.44,2375000,57.26,55.09,548,/mental-reset-retreat,focus_&_productivity_retreat
2025-04-07,CMP-7055,Luxury Nature Escape,Switchable system-worthy product,Facebook,Engagement,Business Owners,Lucknow,25-34,Other,Desktop,Image,134423,88036,2650,1.97,29.44,78016.0,141,71,24,0.91,2880000,36.92,49.35,839,/mental-reset-retreat,luxury_nature_escape
2025-07-09,CMP-5235,Silent Productivity Camp,Persistent background leverage,LinkedIn,Engagement,Tech Employees,Surat,45-54,Female,Mobile,Story Ad,63598,52364,1584,2.49,14.41,22825.44,78,15,7,0.44,840000,36.8,48.59,884,/executive-detox-guide,silent_productivity_camp
2025-06-29,CMP-5458,Luxury Digital Detox,Digitized 6thgeneration benchmark,Facebook,Lead Generation,High Income Professionals,Goa,25-34,Other,Desktop,Story Ad,169192,109582,3716,2.2,83.82,311475.12,1119,299,46,1.24,3910000,12.55,65.13,99,/weekend-reset,luxury_digital_detox
2025-08-29,CMP-6729,Luxury Nature Escape,Function-based client-server knowledge user,Facebook,Conversions,Business Owners,Lucknow,45-54,Male,Mobile,Video,44437,40392,1464,3.29,101.88,149152.32,78,49,26,1.78,1690000,11.33,73.95,357,/burnout-recovery,luxury_nature_escape
2025-02-22,CMP-6102,Executive Burnout Recovery,Networked multi-tasking algorithm,LinkedIn,Website Visits,Corporate Managers,Chandigarh,45-54,Female,Desktop,Video,45015,32290,628,1.4,31.36,19694.08,40,15,5,0.8,600000,30.47,59.69,653,/burnout-recovery,executive_burnout_recovery
2025-06-11,CMP-7912,Eco Adventure Cabins,Enhanced zero-defect service-desk,Instagram,Engagement,Gen-Z Eco Travelers,Mangalore,25-34,Female,Desktop,Carousel,23741,21145,967,4.07,12.78,12358.26,3,1,0,0.0,0,0.0,52.07,589,/burnout-recovery,eco_adventure_cabins
2025-04-16,CMP-1005,Luxury Nature Escape,Adaptive stable contingency,Facebook,Engagement,Business Owners,Mysuru,35-44,Other,Tablet,Video,69251,47458,678,0.98,72.7,49290.6,102,27,6,0.88,720000,14.61,38.1,505,/executive-retreat,luxury_nature_escape
2025-07-30,CMP-4811,Eco Adventure Cabins,Mandatory user-facing open architecture,Instagram,Lead Generation,Gen-Z Eco Travelers,Noida,18-24,Male,Tablet,Story Ad,129054,100582,4603,3.57,9.88,45477.64,2,0,0,0.0,0,0.0,46.28,638,/executive-detox-guide,eco_adventure_cabins
2025-08-08,CMP-5905,Eco Adventure Cabins,Implemented dynamic customer loyalty,Instagram,Conversions,Gen-Z Eco Travelers,Nagpur,18-24,Female,Mobile,Video,3803,3217,128,3.37,13.24,1694.72,0,0,0,0.0,0,0.0,60.49,444,/weekend-reset,eco_adventure_cabins
2025-05-03,CMP-1848,Nature Reset Experience,Versatile user-facing implementation,Facebook,Traffic,Millennial Travelers,Ahmedabad,25-34,Male,Mobile,Carousel,117703,96382,2238,1.9,31.12,69646.56,170,38,14,0.63,1680000,24.12,50.39,772,/luxury-cabins,nature_reset_experience
2025-04-07,CMP-8937,Silent Productivity Camp,Programmable human-resource function,LinkedIn,Lead Generation,Tech Employees,Mumbai,35-44,Other,Tablet,Video,99712,81567,807,0.81,13.77,11112.39,65,11,2,0.25,240000,21.6,72.62,387,/weekend-reset,silent_productivity_camp
